timestamp,zone_name,people_count,density,avg_speed_mps,stagnation_ratio,avg_dwell_time_sec,flow_conflict_ratio,directional_entropy,acceleration_variance,zone_transitions,inflow,outflow,risk_label,scenario
2148.0,FOOD_COURT_A,27.15,0.181,1.1538,0.1277,46.65,0.1334,0.503,0.00481,7.75,4.92,2.83,SAFE,lunch_rush
2149.0,FOOD_COURT_A,21.27,0.1418,1.1043,0.1065,45.34,0.1013,0.4822,0.002556,3.97,1.99,1.98,SAFE,lunch_rush
2150.0,FOOD_COURT_A,22.2,0.148,1.5256,0.032,55.86,0.0978,0.4151,0.0025,7.17,5.96,1.21,SAFE,lunch_rush
2151.0,FOOD_COURT_A,26.48,0.1765,1.5344,0.0559,37.5,0.0458,0.5048,0.002697,4.07,4.07,0.0,SAFE,lunch_rush
2152.0,FOOD_COURT_A,20.87,0.1391,1.2143,0.1352,42.5,0.1117,0.4938,0.003094,11.83,6.2,5.63,SAFE,lunch_rush
2153.0,FOOD_COURT_A,16.26,0.1084,1.4607,0.0984,56.42,0.057,0.3948,0.003392,4.94,2.02,2.92,SAFE,lunch_rush
2154.0,FOOD_COURT_A,17.54,0.1169,1.4223,0.147,56.29,0.1002,0.406,0.002983,8.81,5.35,3.46,SAFE,lunch_rush
2155.0,FOOD_COURT_A,15.31,0.1021,1.4,0.1123,52.19,0.1086,0.4677,0.004539,4.25,2.6,1.65,SAFE,lunch_rush
2156.0,FOOD_COURT_A,43.36,0.2891,0.9495,0.3171,69.31,0.2221,0.4832,0.014228,11.2,9.49,1.72,WARNING,lunch_rush
2157.0,FOOD_COURT_A,65.46,0.4364,0.8002,0.3984,85.27,0.3652,0.5861,0.013104,14.46,6.7,7.76,WARNING,lunch_rush
2158.0,FOOD_COURT_A,53.08,0.3539,0.7341,0.3452,87.88,0.4334,0.596,0.017738,21.57,11.44,10.13,WARNING,lunch_rush
2159.0,FOOD_COURT_A,60.28,0.4019,0.2804,0.5464,122.75,0.5625,0.7663,0.022623,18.59,14.12,4.47,HIGH,lunch_rush
2160.0,FOOD_COURT_A,49.22,0.3281,0.5222,0.4203,114.77,0.4801,0.6043,0.009792,10.35,5.2,5.15,WARNING,lunch_rush
2161.0,FOOD_COURT_A,28.77,0.1918,0.8353,0.2889,74.94,0.1836,0.4204,0.006552,9.79,4.83,4.96,SAFE,lunch_rush
2162.0,FOOD_COURT_A,29.11,0.1941,1.4727,0.1359,41.56,0.0859,0.4508,0.002313,4.47,2.77,1.7,SAFE,lunch_rush
2163.0,FOOD_COURT_A,34.24,0.2283,1.0495,0.1015,40.82,0.0769,0.3439,0.002766,7.48,3.91,3.56,SAFE,lunch_rush
2164.0,FOOD_COURT_A,29.16,0.1944,0.9292,0.0386,58.94,0.1001,0.4913,0.003915,3.54,2.08,1.47,SAFE,lunch_rush
2165.0,FOOD_COURT_A,30.54,0.2036,0.8589,0.0511,70.13,0.0925,0.4058,0.002933,7.63,3.18,4.45,SAFE,lunch_rush
2166.0,FOOD_COURT_A,29.72,0.1982,0.9963,0.0337,38.13,0.1187,0.2933,0.003226,10.43,3.92,6.51,SAFE,lunch_rush
2167.0,FOOD_COURT_A,22.35,0.149,0.7574,0.016,65.78,0.0893,0.3527,0.00191,7.97,4.02,3.94,SAFE,lunch_rush
2168.0,FOOD_COURT_A,25.59,0.1706,1.0888,0.0554,52.23,0.0982,0.1778,0.002957,8.38,3.19,5.2,SAFE,lunch_rush
2169.0,FOOD_COURT_A,22.86,0.1524,1.294,0.0816,63.58,0.103,0.3238,0.002671,4.84,0.52,4.32,SAFE,lunch_rush
2170.0,FOOD_COURT_A,11.9,0.0793,0.8687,0.1171,41.43,0.0628,0.3284,0.003935,5.1,4.47,0.63,SAFE,lunch_rush
2171.0,FOOD_COURT_A,22.46,0.1497,0.8414,0.1246,42.35,0.0293,0.3533,0.002904,7.46,4.49,2.96,SAFE,lunch_rush
2172.0,FOOD_COURT_A,55.11,0.3674,0.6278,0.3175,87.14,0.3586,0.559,0.008596,11.33,4.73,6.6,WARNING,lunch_rush
2173.0,FOOD_COURT_A,60.69,0.4046,0.6195,0.3336,67.5,0.343,0.7981,0.005983,10.89,10.41,0.48,WARNING,lunch_rush
2174.0,FOOD_COURT_A,50.83,0.3388,0.6584,0.3702,79.25,0.2557,0.6679,0.014558,20.26,11.15,9.1,WARNING,lunch_rush
2175.0,FOOD_COURT_A,56.94,0.3796,0.5993,0.3853,81.25,0.291,0.6325,0.013719,21.75,11.75,10.0,WARNING,lunch_rush
2176.0,FOOD_COURT_A,53.38,0.3559,0.5816,0.3231,85.95,0.2564,0.7357,0.008052,14.81,7.96,6.86,WARNING,lunch_rush
2177.0,FOOD_COURT_A,52.09,0.3473,0.6072,0.4318,86.59,0.3657,0.7351,0.016452,17.02,8.62,8.4,WARNING,lunch_rush
2178.0,FOOD_COURT_A,42.96,0.2864,0.6189,0.2699,90.1,0.3966,0.7266,0.009995,16.01,5.13,10.88,WARNING,lunch_rush
2179.0,FOOD_COURT_A,48.17,0.3212,0.8912,0.2631,105.63,0.2594,0.6487,0.005057,15.28,11.29,3.99,WARNING,lunch_rush
2180.0,FOOD_COURT_A,57.14,0.381,0.7851,0.4027,89.72,0.2313,0.7366,0.01104,12.24,6.48,5.76,WARNING,lunch_rush
2181.0,FOOD_COURT_A,73.74,0.4916,0.3793,0.5381,175.44,0.5769,0.8093,0.012666,24.44,12.5,11.93,HIGH,lunch_rush
2182.0,FOOD_COURT_A,63.67,0.4245,0.5062,0.4667,85.43,0.2912,0.7554,0.013134,16.22,7.24,8.98,WARNING,lunch_rush
2183.0,FOOD_COURT_A,98.41,0.656,0.3094,0.6836,150.66,0.4729,0.8626,0.019671,15.11,8.04,7.06,HIGH,lunch_rush
2184.0,FOOD_COURT_A,95.5,0.6367,0.2487,0.6971,185.18,0.5111,0.8776,0.015676,24.72,15.37,9.35,HIGH,lunch_rush
2185.0,FOOD_COURT_A,92.83,0.6189,0.1593,0.6541,153.66,0.6195,0.9531,0.026181,17.19,8.47,8.72,HIGH,lunch_rush
2186.0,FOOD_COURT_A,90.04,0.6003,0.2146,0.5719,175.14,0.4661,0.8552,0.021507,26.88,14.06,12.82,HIGH,lunch_rush
2187.0,FOOD_COURT_A,103.53,0.6902,0.199,0.619,148.88,0.5906,0.9194,0.021239,24.42,14.85,9.58,HIGH,lunch_rush
2188.0,FOOD_COURT_A,64.93,0.4329,0.2333,0.6544,177.01,0.7316,0.9401,0.025234,20.9,11.32,9.58,HIGH,lunch_rush
2189.0,FOOD_COURT_A,89.51,0.5967,0.2829,0.6244,160.14,0.6618,0.982,0.022896,17.57,6.83,10.74,HIGH,lunch_rush
2190.0,FOOD_COURT_A,93.02,0.6201,0.2513,0.8851,187.19,0.6054,0.9522,0.021356,18.99,7.48,11.51,HIGH,lunch_rush
2191.0,FOOD_COURT_A,97.13,0.6476,0.1978,0.6942,181.9,0.6257,0.7688,0.028313,19.53,10.2,9.33,HIGH,lunch_rush
2192.0,FOOD_COURT_A,80.17,0.5344,0.2327,0.697,218.47,0.5288,0.8205,0.032,17.59,7.86,9.73,HIGH,lunch_rush
2193.0,FOOD_COURT_A,89.55,0.597,0.0973,0.7367,166.01,0.4565,0.8042,0.032888,27.44,11.99,15.45,HIGH,lunch_rush
2194.0,FOOD_COURT_A,77.92,0.5194,0.1392,0.7116,155.42,0.5398,0.8919,0.028122,21.32,11.12,10.19,HIGH,lunch_rush
2195.0,FOOD_COURT_A,86.86,0.5791,0.2551,0.635,156.32,0.58,0.9639,0.021469,24.43,11.68,12.76,HIGH,lunch_rush
2196.0,FOOD_COURT_A,72.12,0.4808,0.2554,0.799,208.46,0.5407,0.9892,0.026379,26.62,13.3,13.32,HIGH,lunch_rush
2197.0,FOOD_COURT_A,82.25,0.5483,0.2106,0.5869,192.71,0.5152,0.7733,0.024806,18.53,8.89,9.64,HIGH,lunch_rush
2198.0,FOOD_COURT_A,61.15,0.4076,0.6851,0.2898,129.74,0.4017,0.6996,0.018399,11.93,5.02,6.92,WARNING,lunch_rush
2199.0,FOOD_COURT_A,62.03,0.4136,0.6844,0.2338,73.33,0.3194,0.7432,0.016735,13.45,8.17,5.28,WARNING,lunch_rush
2200.0,FOOD_COURT_A,58.42,0.3895,0.7781,0.475,69.04,0.3075,0.749,0.014094,20.0,8.75,11.25,WARNING,lunch_rush
2201.0,FOOD_COURT_A,75.89,0.506,0.2719,0.6905,99.59,0.5417,0.8371,0.019367,27.78,12.52,15.25,HIGH,lunch_rush
2202.0,FOOD_COURT_A,96.51,0.6434,0.26,0.6156,162.89,0.7351,0.8743,0.017298,17.97,10.79,7.17,HIGH,lunch_rush
2203.0,FOOD_COURT_A,62.4,0.416,0.4894,0.3919,108.37,0.478,0.7156,0.01482,7.81,2.2,5.62,WARNING,lunch_rush
2204.0,FOOD_COURT_A,30.97,0.2065,0.754,0.2497,57.48,0.1809,0.6322,0.007814,5.99,1.24,4.75,SAFE,lunch_rush
2205.0,FOOD_COURT_A,31.25,0.2083,1.2877,0.1059,53.73,0.0673,0.5587,0.005084,9.79,4.92,4.87,SAFE,lunch_rush
2206.0,FOOD_COURT_A,51.94,0.3463,0.8087,0.4391,69.61,0.2902,0.7109,0.009002,10.26,3.91,6.35,WARNING,lunch_rush
2207.0,FOOD_COURT_A,95.8,0.6387,0.3822,0.6578,171.41,0.4491,0.7641,0.022708,20.56,9.89,10.68,HIGH,lunch_rush
2208.0,FOOD_COURT_A,89.09,0.5939,0.3031,0.7445,144.48,0.5277,0.7354,0.020924,22.7,12.63,10.08,HIGH,lunch_rush
2209.0,FOOD_COURT_A,84.15,0.561,0.2403,0.8072,120.21,0.5692,0.83,0.016129,22.03,8.86,13.17,HIGH,lunch_rush
2210.0,FOOD_COURT_A,57.37,0.3824,0.602,0.4714,128.54,0.298,0.6785,0.01555,23.58,11.38,12.19,WARNING,lunch_rush
2211.0,FOOD_COURT_A,82.76,0.5517,0.2835,0.6064,190.98,0.6121,0.7645,0.02519,19.7,11.24,8.46,HIGH,lunch_rush
2212.0,FOOD_COURT_A,83.94,0.5596,0.2068,0.8387,128.9,0.5746,0.7995,0.021688,23.97,12.62,11.35,HIGH,lunch_rush
2213.0,FOOD_COURT_A,32.02,0.2135,0.6748,0.3162,71.88,0.2608,0.5191,0.008428,7.89,3.74,4.15,SAFE,lunch_rush
2214.0,FOOD_COURT_A,24.27,0.1618,1.2241,0.1568,49.57,0.1461,0.5293,0.006437,6.34,3.02,3.32,SAFE,lunch_rush
2215.0,FOOD_COURT_A,20.58,0.1372,1.3449,0.1133,41.08,0.0895,0.3564,0.003788,4.37,4.14,0.24,SAFE,lunch_rush
2216.0,FOOD_COURT_A,17.99,0.12,1.3611,0.1324,37.79,0.0648,0.3207,0.003575,7.55,3.45,4.11,SAFE,lunch_rush
2217.0,FOOD_COURT_A,17.51,0.1167,1.3762,0.1639,22.67,0.0322,0.363,0.004454,6.52,3.84,2.67,SAFE,lunch_rush
2218.0,FOOD_COURT_A,22.92,0.1528,1.3494,0.0742,28.69,0.0835,0.2451,0.001336,8.46,4.12,4.34,SAFE,lunch_rush
2219.0,FOOD_COURT_A,25.8,0.172,1.1763,0.0856,42.01,0.0698,0.2929,0.000401,8.56,6.22,2.34,SAFE,lunch_rush
2220.0,FOOD_COURT_A,20.46,0.1364,0.9641,0.1255,34.94,0.0803,0.4483,0.00123,8.09,5.04,3.05,SAFE,lunch_rush
2221.0,FOOD_COURT_A,19.48,0.1299,1.2988,0.0787,48.16,0.124,0.3685,0.004252,7.19,4.23,2.96,SAFE,lunch_rush
2222.0,FOOD_COURT_A,44.73,0.2982,0.9729,0.3652,76.94,0.2734,0.6724,0.009718,15.97,9.06,6.91,WARNING,lunch_rush
2223.0,FOOD_COURT_A,70.6,0.4707,0.4887,0.6643,115.27,0.5381,0.8865,0.018901,24.58,17.03,7.55,HIGH,lunch_rush
2224.0,FOOD_COURT_A,93.04,0.6203,0.2693,0.6842,145.67,0.608,0.8346,0.024412,10.63,4.54,6.09,HIGH,lunch_rush
2225.0,FOOD_COURT_A,102.1,0.6807,0.2423,0.646,172.39,0.6232,0.861,0.013698,20.02,9.76,10.26,HIGH,lunch_rush
2226.0,FOOD_COURT_A,69.1,0.4607,0.7655,0.5189,106.83,0.5404,0.6132,0.017255,6.84,2.52,4.32,WARNING,lunch_rush
2227.0,FOOD_COURT_A,47.83,0.3188,0.6463,0.5184,95.32,0.3157,0.6595,0.016442,11.93,7.5,4.43,WARNING,lunch_rush
2228.0,FOOD_COURT_A,51.64,0.3443,0.5692,0.5214,58.06,0.3999,0.6093,0.015724,8.69,2.0,6.69,WARNING,lunch_rush
2229.0,FOOD_COURT_A,57.95,0.3863,0.8756,0.4287,87.8,0.3451,0.6876,0.012789,13.57,4.67,8.9,WARNING,lunch_rush
2230.0,FOOD_COURT_A,49.63,0.3309,0.6613,0.4307,77.02,0.4259,0.6539,0.015063,14.43,5.79,8.64,WARNING,lunch_rush
2231.0,FOOD_COURT_A,92.65,0.6177,0.453,0.7388,187.91,0.4687,0.8419,0.025872,22.8,10.77,12.03,HIGH,lunch_rush
2232.0,FOOD_COURT_A,76.17,0.5078,0.2654,0.6375,204.69,0.6365,0.8957,0.035408,27.85,13.94,13.9,HIGH,lunch_rush
2233.0,FOOD_COURT_A,72.24,0.4816,0.4409,0.4345,123.1,0.4362,0.7414,0.019663,14.75,9.02,5.73,WARNING,lunch_rush
2234.0,FOOD_COURT_A,32.9,0.2193,1.0725,0.2397,57.4,0.2263,0.3918,0.007317,5.3,4.84,0.46,SAFE,lunch_rush
2235.0,FOOD_COURT_A,29.53,0.1969,1.0977,0.1844,51.25,0.0707,0.3433,0.004654,5.83,2.29,3.54,SAFE,lunch_rush
2236.0,FOOD_COURT_A,26.99,0.1799,1.3076,0.1022,44.16,0.0413,0.384,0.003516,9.38,4.48,4.9,SAFE,lunch_rush
2237.0,FOOD_COURT_A,26.58,0.1772,1.4039,0.127,53.49,0.0614,0.2625,0.003649,3.58,2.52,1.07,SAFE,lunch_rush
2238.0,FOOD_COURT_A,23.96,0.1597,1.2545,0.0833,50.5,0.0535,0.2345,0.001095,8.66,4.3,4.36,SAFE,lunch_rush
2239.0,FOOD_COURT_A,30.34,0.2023,1.0541,0.1317,34.02,0.0766,0.3606,0.003886,7.42,2.35,5.08,SAFE,lunch_rush
2240.0,FOOD_COURT_A,18.88,0.1259,1.5468,0.0507,64.42,0.1175,0.3272,0.005387,5.17,3.51,1.66,SAFE,lunch_rush
2241.0,FOOD_COURT_A,18.36,0.1224,1.4722,0.0982,45.22,0.1064,0.4622,0.00544,4.55,1.53,3.02,SAFE,lunch_rush
2242.0,FOOD_COURT_A,13.05,0.087,1.2264,0.1058,67.97,0.1164,0.3686,0.004869,7.05,4.09,2.96,SAFE,lunch_rush
2243.0,FOOD_COURT_A,18.49,0.1233,1.1761,0.1522,62.89,0.0898,0.4734,0.003002,4.09,2.31,1.78,SAFE,lunch_rush
2244.0,FOOD_COURT_A,27.44,0.1829,1.0119,0.1334,46.16,0.1018,0.4197,0.004175,8.09,2.42,5.67,SAFE,lunch_rush
2245.0,FOOD_COURT_A,27.87,0.1858,1.1774,0.1041,40.02,0.0832,0.3595,0.002663,6.12,4.73,1.39,SAFE,lunch_rush
2246.0,FOOD_COURT_A,23.41,0.1561,1.1417,0.091,50.39,0.0459,0.4187,0.002483,5.16,3.53,1.63,SAFE,lunch_rush
2247.0,FOOD_COURT_A,22.97,0.1531,1.012,0.1787,52.1,0.1011,0.4624,0.002778,11.77,5.52,6.25,SAFE,lunch_rush
2248.0,FOOD_COURT_A,52.2,0.348,0.6349,0.4888,131.38,0.2685,0.7041,0.004977,16.79,7.06,9.74,WARNING,lunch_rush
2249.0,FOOD_COURT_A,44.62,0.2974,0.3947,0.355,123.92,0.1685,0.6723,0.010635,11.04,3.91,7.14,WARNING,lunch_rush
2250.0,FOOD_COURT_A,87.06,0.5804,0.3372,0.6216,149.19,0.5843,0.836,0.022173,23.15,10.62,12.53,HIGH,lunch_rush
2251.0,FOOD_COURT_A,60.88,0.4059,0.3581,0.5484,140.37,0.3563,0.7937,0.016901,15.37,6.95,8.42,WARNING,lunch_rush
2252.0,FOOD_COURT_A,52.06,0.3471,0.589,0.5023,110.31,0.3081,0.7766,0.016646,14.83,9.64,5.18,WARNING,lunch_rush
2253.0,FOOD_COURT_A,64.97,0.4331,0.6182,0.3579,103.31,0.3565,0.5944,0.012117,23.66,12.49,11.17,WARNING,lunch_rush
2254.0,FOOD_COURT_A,62.08,0.4139,0.696,0.3938,91.12,0.3237,0.6311,0.013249,13.59,6.27,7.31,WARNING,lunch_rush
2255.0,FOOD_COURT_A,57.24,0.3816,0.7658,0.2342,104.19,0.3073,0.7032,0.015891,17.02,7.77,9.25,WARNING,lunch_rush
2256.0,FOOD_COURT_A,53.47,0.3565,0.676,0.3136,65.68,0.2547,0.7778,0.013729,20.64,10.41,10.23,WARNING,lunch_rush
2257.0,FOOD_COURT_A,59.01,0.3934,0.3218,0.4243,51.48,0.3115,0.6321,0.017267,11.24,4.96,6.28,WARNING,lunch_rush
2258.0,FOOD_COURT_A,74.51,0.4967,0.583,0.4711,65.54,0.4877,0.7071,0.018324,8.9,1.49,7.41,WARNING,lunch_rush
2259.0,FOOD_COURT_A,61.85,0.4124,0.8501,0.296,71.88,0.4665,0.6972,0.013104,14.03,6.07,7.96,WARNING,lunch_rush
2260.0,FOOD_COURT_A,60.27,0.4018,0.6534,0.3405,71.47,0.4454,0.6082,0.012439,18.07,8.89,9.18,WARNING,lunch_rush
2261.0,FOOD_COURT_A,48.04,0.3203,0.6726,0.3876,99.81,0.2977,0.6617,0.011753,9.02,5.34,3.68,WARNING,lunch_rush
2262.0,FOOD_COURT_A,43.51,0.2901,0.5324,0.3794,100.78,0.3015,0.7208,0.008803,15.12,7.54,7.57,WARNING,lunch_rush
2263.0,FOOD_COURT_A,49.24,0.3282,0.606,0.4359,88.07,0.2271,0.5639,0.00875,18.25,11.19,7.06,WARNING,lunch_rush
2264.0,FOOD_COURT_A,60.3,0.402,0.4225,0.4894,109.18,0.3756,0.6601,0.010381,8.8,5.26,3.54,WARNING,lunch_rush
2265.0,FOOD_COURT_A,52.34,0.3489,0.645,0.4644,114.55,0.4045,0.7599,0.01435,15.92,8.61,7.32,WARNING,lunch_rush
2266.0,FOOD_COURT_A,56.77,0.3785,0.7828,0.485,123.01,0.357,0.5595,0.012994,8.01,4.7,3.31,WARNING,lunch_rush
2267.0,FOOD_COURT_A,54.91,0.3661,0.7197,0.3838,88.89,0.4587,0.6514,0.011391,12.07,3.72,8.34,WARNING,lunch_rush
2268.0,FOOD_COURT_A,53.79,0.3586,0.6372,0.4271,39.98,0.3814,0.5571,0.012437,10.06,7.65,2.4,WARNING,lunch_rush
2269.0,FOOD_COURT_A,58.34,0.3889,0.6854,0.3514,93.55,0.3014,0.6061,0.007961,15.3,6.1,9.2,WARNING,lunch_rush
2270.0,FOOD_COURT_A,41.4,0.276,0.6429,0.3444,87.23,0.3084,0.6349,0.006846,11.3,7.65,3.66,WARNING,lunch_rush
2271.0,FOOD_COURT_A,43.3,0.2887,0.558,0.3203,75.32,0.3939,0.7159,0.010492,14.89,9.31,5.58,WARNING,lunch_rush
2272.0,FOOD_COURT_A,59.14,0.3943,0.7734,0.3414,86.25,0.2576,0.6193,0.016245,17.1,7.14,9.97,WARNING,lunch_rush
2273.0,FOOD_COURT_A,55.07,0.3671,0.5273,0.3912,92.69,0.3393,0.7034,0.007587,16.89,7.33,9.56,WARNING,lunch_rush
2274.0,FOOD_COURT_A,46.94,0.3129,0.4578,0.3386,102.91,0.3143,0.7454,0.010983,14.98,6.96,8.02,WARNING,lunch_rush
2275.0,FOOD_COURT_A,47.88,0.3192,0.6434,0.426,129.73,0.194,0.7332,0.009344,16.64,9.36,7.28,WARNING,lunch_rush
2276.0,FOOD_COURT_A,47.96,0.3197,0.731,0.4293,129.64,0.2919,0.791,0.009843,13.9,8.25,5.65,WARNING,lunch_rush
2277.0,FOOD_COURT_A,45.76,0.3051,0.6863,0.3689,115.19,0.2968,0.5484,0.015834,17.67,10.96,6.71,WARNING,lunch_rush
2278.0,FOOD_COURT_A,49.85,0.3323,0.6702,0.3198,110.05,0.3223,0.7292,0.011421,10.48,6.88,3.6,WARNING,lunch_rush
2279.0,FOOD_COURT_A,39.88,0.2659,0.6484,0.3623,102.31,0.2332,0.6515,0.007467,17.38,8.97,8.41,WARNING,lunch_rush
2280.0,FOOD_COURT_A,47.82,0.3188,0.5524,0.2771,103.87,0.2969,0.6347,0.012574,10.22,6.38,3.84,WARNING,lunch_rush
2281.0,FOOD_COURT_A,64.34,0.4289,0.8626,0.3969,118.44,0.3183,0.7865,0.014491,13.97,9.28,4.7,WARNING,lunch_rush
2282.0,FOOD_COURT_A,67.02,0.4468,0.921,0.5043,106.83,0.5266,0.7108,0.009618,16.78,9.8,6.97,WARNING,lunch_rush
2283.0,FOOD_COURT_A,51.36,0.3424,0.8022,0.4027,107.24,0.4556,0.8749,0.008956,17.02,8.14,8.87,WARNING,lunch_rush
2284.0,FOOD_COURT_A,56.15,0.3743,0.845,0.4117,119.16,0.2541,0.7612,0.011649,15.27,3.4,11.87,WARNING,lunch_rush
2285.0,FOOD_COURT_A,66.58,0.4439,0.6881,0.2812,115.32,0.3563,0.6937,0.012524,13.05,4.9,8.15,WARNING,lunch_rush
2286.0,FOOD_COURT_A,60.19,0.4012,0.8395,0.4031,99.51,0.336,0.6829,0.01334,15.11,6.35,8.76,WARNING,lunch_rush
2287.0,FOOD_COURT_A,59.85,0.399,0.7128,0.3724,89.29,0.2431,0.6834,0.014179,8.54,3.82,4.72,WARNING,lunch_rush
2288.0,FOOD_COURT_A,49.96,0.333,0.6199,0.3615,108.82,0.2601,0.6258,0.005945,16.0,7.22,8.78,WARNING,lunch_rush
2289.0,FOOD_COURT_A,58.82,0.3921,0.7496,0.3804,101.55,0.3046,0.5155,0.008926,23.49,10.67,12.82,WARNING,lunch_rush
2290.0,FOOD_COURT_A,60.46,0.4031,0.442,0.3696,114.92,0.5027,0.6701,0.009629,6.47,1.55,4.93,WARNING,lunch_rush
2291.0,FOOD_COURT_A,62.31,0.4154,0.7834,0.2916,127.63,0.277,0.578,0.01486,13.08,5.96,7.12,WARNING,lunch_rush
2292.0,FOOD_COURT_A,71.23,0.4749,0.7963,0.4321,121.46,0.2959,0.5243,0.014142,14.16,9.63,4.54,WARNING,lunch_rush
2293.0,FOOD_COURT_A,63.38,0.4225,0.8821,0.3695,61.83,0.234,0.5593,0.008113,11.6,2.31,9.29,WARNING,lunch_rush
2294.0,FOOD_COURT_A,64.54,0.4303,0.5163,0.4543,79.65,0.3444,0.6282,0.014146,13.15,8.34,4.8,WARNING,lunch_rush
2295.0,FOOD_COURT_A,44.73,0.2982,0.5454,0.2719,95.82,0.3109,0.5898,0.012405,11.34,5.24,6.1,WARNING,lunch_rush
2296.0,FOOD_COURT_A,67.57,0.4504,0.3741,0.5416,139.38,0.5625,0.8769,0.018574,18.86,9.32,9.54,HIGH,lunch_rush
2297.0,FOOD_COURT_A,85.89,0.5726,0.2823,0.7259,195.5,0.4811,0.8324,0.022285,13.71,2.21,11.51,HIGH,lunch_rush
2298.0,FOOD_COURT_A,86.99,0.5799,0.1576,0.6692,151.65,0.5921,0.7996,0.018524,15.01,8.38,6.63,HIGH,lunch_rush
2299.0,FOOD_COURT_A,91.85,0.6123,0.274,0.7706,186.2,0.7108,0.8935,0.018963,21.26,10.34,10.92,HIGH,lunch_rush
2300.0,FOOD_COURT_A,89.73,0.5982,0.3549,0.571,158.5,0.6402,0.8046,0.019861,23.06,14.75,8.31,HIGH,lunch_rush
2301.0,FOOD_COURT_A,64.46,0.4298,0.7474,0.3278,121.43,0.5315,0.623,0.010085,19.3,9.44,9.86,WARNING,lunch_rush
2302.0,FOOD_COURT_A,62.84,0.4189,0.8018,0.2704,90.9,0.4068,0.6147,0.007035,16.56,9.43,7.14,WARNING,lunch_rush
2303.0,FOOD_COURT_A,60.91,0.4061,1.0903,0.3185,117.16,0.1468,0.7359,0.005715,8.94,4.18,4.76,WARNING,lunch_rush
2304.0,FOOD_COURT_A,88.7,0.5914,0.4407,0.6365,142.62,0.5407,0.8255,0.014985,24.69,12.68,12.01,HIGH,lunch_rush
2305.0,FOOD_COURT_A,66.49,0.4432,0.7342,0.3484,114.56,0.4746,0.7444,0.01252,12.11,7.63,4.48,WARNING,lunch_rush
2306.0,FOOD_COURT_A,57.46,0.3831,0.5866,0.3518,110.11,0.3403,0.7304,0.013354,12.09,3.38,8.71,WARNING,lunch_rush
2307.0,FOOD_COURT_A,50.05,0.3337,0.5113,0.329,103.37,0.3254,0.6791,0.015656,15.38,6.05,9.33,WARNING,lunch_rush
2308.0,FOOD_COURT_A,44.53,0.2969,0.5456,0.3379,94.31,0.1852,0.7858,0.016109,13.89,6.14,7.75,WARNING,lunch_rush
2309.0,FOOD_COURT_A,76.37,0.5091,0.2744,0.6134,187.23,0.5914,0.8959,0.018166,20.42,10.73,9.69,HIGH,lunch_rush
2310.0,FOOD_COURT_A,81.46,0.543,0.2229,0.6993,240.87,0.6358,0.8395,0.03186,20.14,12.23,7.91,HIGH,lunch_rush
2311.0,FOOD_COURT_A,92.32,0.6155,0.228,0.8552,231.0,0.6327,0.8705,0.035228,12.48,7.2,5.28,HIGH,lunch_rush
2312.0,FOOD_COURT_A,82.03,0.5469,0.2348,0.9138,196.93,0.6047,0.9116,0.025331,19.92,9.81,10.11,HIGH,lunch_rush
2313.0,FOOD_COURT_A,88.17,0.5878,0.0774,0.7265,174.54,0.5978,0.7914,0.027704,22.36,12.76,9.6,HIGH,lunch_rush
2314.0,FOOD_COURT_A,99.87,0.6658,0.1184,0.7803,154.9,0.6028,0.7252,0.027375,19.51,11.88,7.63,HIGH,lunch_rush
2315.0,FOOD_COURT_A,87.12,0.5808,0.277,0.707,181.54,0.6869,0.753,0.019132,17.36,6.86,10.5,HIGH,lunch_rush
2316.0,FOOD_COURT_A,77.34,0.5156,0.2131,0.757,194.38,0.6256,0.8127,0.017349,25.57,15.72,9.85,HIGH,lunch_rush
2317.0,FOOD_COURT_A,90.45,0.603,0.2023,0.7201,201.95,0.5967,0.9019,0.025986,33.91,19.71,14.19,HIGH,lunch_rush
2318.0,FOOD_COURT_A,101.88,0.6792,0.2814,0.6369,196.16,0.6023,0.8529,0.023307,12.91,4.8,8.11,HIGH,lunch_rush
2319.0,FOOD_COURT_A,97.02,0.6468,0.109,0.7166,157.93,0.5878,0.8668,0.02483,22.43,7.77,14.66,HIGH,lunch_rush
2320.0,FOOD_COURT_A,95.46,0.6364,0.216,0.7619,169.32,0.7007,0.7747,0.03042,24.93,16.33,8.61,HIGH,lunch_rush
2321.0,FOOD_COURT_A,89.34,0.5956,0.2186,0.7627,160.04,0.6326,0.807,0.030047,17.02,8.8,8.22,HIGH,lunch_rush
2322.0,FOOD_COURT_A,87.64,0.5843,0.2297,0.7045,182.67,0.611,0.803,0.025411,11.78,3.95,7.83,HIGH,lunch_rush
2323.0,FOOD_COURT_A,95.09,0.6339,0.1315,0.8223,171.75,0.6253,0.8407,0.024666,24.0,12.98,11.02,HIGH,lunch_rush
2324.0,FOOD_COURT_A,106.87,0.7125,0.2075,0.872,146.1,0.6828,0.907,0.023481,19.86,11.84,8.02,HIGH,lunch_rush
2325.0,FOOD_COURT_A,84.66,0.5644,0.3042,0.8204,214.17,0.6055,0.869,0.017097,21.76,10.77,10.99,HIGH,lunch_rush
2326.0,FOOD_COURT_A,89.22,0.5948,0.2882,0.8072,193.38,0.6546,0.776,0.024782,19.57,8.23,11.35,HIGH,lunch_rush
