sequence_id,time_sec,zone,people_count,density,avg_speed_mps,stagnation_ratio,avg_dwell_time_sec,flow_conflict_ratio,directional_entropy,acceleration_variance,zone_transitions,inflow,outflow,risk_label,risk_class
11,57,MALL_CONCERT_STAGE,221,0.825,0.701,0.487,87.65,0.445,0.808,-0.58,6,8,8,WARNING,1
11,58,LIVE_PERFORMANCE_ZONE,218,0.859,0.75,0.519,90.49,0.35,0.798,-0.6,11,13,9,WARNING,1
11,59,LIVE_PERFORMANCE_ZONE,210,0.809,0.766,0.414,88.39,0.352,0.815,-1.27,10,7,9,WARNING,1
11,60,FESTIVAL_CORRIDOR,208,0.841,0.669,0.497,93.65,0.448,0.831,-0.586,5,9,10,WARNING,1
11,61,LIVE_PERFORMANCE_ZONE,208,0.833,0.678,0.419,88.15,0.367,0.727,-0.688,15,8,6,WARNING,1
11,62,EVENT_ATRIUM,218,0.828,0.596,0.503,86.84,0.312,0.853,-1.235,6,8,9,WARNING,1
11,63,MALL_CONCERT_STAGE,201,0.759,0.834,0.455,74.13,0.431,0.759,-0.531,4,9,8,WARNING,1
11,64,EVENT_ATRIUM,204,0.821,0.628,0.425,93.72,0.389,0.836,-0.951,6,11,8,WARNING,1
11,65,MALL_CONCERT_STAGE,213,0.824,0.715,0.497,62.57,0.365,0.811,-0.263,3,8,5,WARNING,1
11,66,LIVE_PERFORMANCE_ZONE,214,0.84,0.644,0.4,87.13,0.451,0.827,-0.761,3,17,6,WARNING,1
11,67,LIVE_PERFORMANCE_ZONE,200,0.786,0.739,0.629,72.05,0.42,0.728,-0.538,9,14,13,WARNING,1
11,68,EVENT_ATRIUM,193,0.724,0.753,0.505,87.58,0.377,0.731,-0.359,8,11,9,WARNING,1
11,69,FESTIVAL_CORRIDOR,215,0.831,0.736,0.492,93.81,0.399,0.867,-0.978,8,12,5,WARNING,1
11,70,MALL_CONCERT_STAGE,221,0.808,0.682,0.395,81.79,0.438,0.826,-1.5,8,14,13,WARNING,1
11,71,MALL_CONCERT_STAGE,185,0.635,0.874,0.468,80.46,0.351,0.7,-0.162,5,14,6,WARNING,1
11,72,EVENT_ATRIUM,230,0.866,0.731,0.435,87.59,0.384,0.808,-1.13,7,11,6,WARNING,1
11,73,FESTIVAL_CORRIDOR,194,0.678,0.831,0.316,78.38,0.263,0.749,-1.198,6,4,16,WARNING,1
11,74,MALL_CONCERT_STAGE,222,0.863,0.659,0.459,84.95,0.427,0.875,-0.714,4,6,11,WARNING,1
11,75,FESTIVAL_CORRIDOR,191,0.734,0.779,0.389,77.06,0.324,0.743,-0.789,9,8,6,WARNING,1
11,76,MALL_CONCERT_STAGE,221,0.839,0.548,0.463,79.16,0.393,0.802,-0.575,5,12,15,WARNING,1
11,77,FESTIVAL_CORRIDOR,220,0.832,0.621,0.433,92.17,0.511,0.84,-0.891,7,10,15,WARNING,1
11,78,FESTIVAL_CORRIDOR,222,0.851,0.727,0.473,72.97,0.412,0.835,-1.648,9,15,5,WARNING,1
11,79,EVENT_ATRIUM,229,0.891,0.637,0.588,91.38,0.493,0.784,-1.619,8,6,12,HIGH,2
11,80,FESTIVAL_CORRIDOR,233,0.912,0.686,0.522,93.14,0.484,0.885,-0.856,3,16,7,HIGH,2
11,81,LIVE_PERFORMANCE_ZONE,227,0.864,0.577,0.461,91.25,0.418,0.921,-0.739,10,10,8,WARNING,1
11,82,EVENT_ATRIUM,226,0.888,0.548,0.573,90.22,0.397,0.894,-0.737,9,7,12,WARNING,1
11,83,LIVE_PERFORMANCE_ZONE,198,0.745,0.947,0.399,66.59,0.437,0.711,-0.762,3,14,10,WARNING,1
11,84,FESTIVAL_CORRIDOR,222,0.809,0.593,0.483,72.67,0.377,0.796,-1.075,4,5,13,WARNING,1
11,85,FESTIVAL_CORRIDOR,201,0.776,0.763,0.447,82.66,0.425,0.722,-0.266,9,13,4,WARNING,1
11,86,FESTIVAL_CORRIDOR,227,0.866,0.6,0.388,97.87,0.438,0.866,-0.556,5,17,13,WARNING,1
11,87,LIVE_PERFORMANCE_ZONE,232,0.891,0.641,0.491,97.16,0.427,0.86,-1.34,4,11,16,WARNING,1
11,88,FESTIVAL_CORRIDOR,198,0.756,0.749,0.438,82.9,0.341,0.691,-0.444,2,11,8,WARNING,1
11,89,EVENT_ATRIUM,226,0.88,0.583,0.511,87.15,0.394,0.841,-1.211,7,8,10,WARNING,1
12,0,MALL_CONCERT_STAGE,182,0.666,0.774,0.428,70.46,0.325,0.737,-0.795,7,14,8,WARNING,1
12,1,EVENT_ATRIUM,188,0.706,0.834,0.316,69.5,0.37,0.765,-0.809,8,5,12,WARNING,1
12,2,MALL_CONCERT_STAGE,179,0.681,1.003,0.312,72.76,0.291,0.84,-0.651,2,11,7,WARNING,1
12,3,MALL_CONCERT_STAGE,176,0.66,0.819,0.391,71.61,0.299,0.68,-0.911,6,8,7,WARNING,1
12,4,LIVE_PERFORMANCE_ZONE,188,0.76,0.835,0.398,76.53,0.351,0.793,-1.292,5,7,8,WARNING,1
12,5,FESTIVAL_CORRIDOR,182,0.683,0.821,0.249,86.81,0.228,0.749,-1.199,3,4,9,WARNING,1
12,6,EVENT_ATRIUM,175,0.661,0.758,0.39,67.19,0.35,0.716,-0.13,6,7,7,WARNING,1
12,7,FESTIVAL_CORRIDOR,202,0.793,0.673,0.44,75.46,0.441,0.867,-0.591,11,8,3,WARNING,1
12,8,LIVE_PERFORMANCE_ZONE,181,0.666,0.932,0.231,74.38,0.259,0.78,-0.849,9,9,8,WARNING,1
12,9,MALL_CONCERT_STAGE,179,0.678,0.815,0.324,78.23,0.318,0.733,-0.685,7,9,4,WARNING,1
12,10,LIVE_PERFORMANCE_ZONE,188,0.701,0.924,0.509,74.23,0.35,0.706,-0.643,6,10,9,WARNING,1
12,11,MALL_CONCERT_STAGE,199,0.73,0.82,0.325,79.45,0.346,0.848,-1.325,8,14,9,WARNING,1
12,12,EVENT_ATRIUM,185,0.698,0.741,0.414,61.61,0.361,0.712,-0.414,6,10,7,WARNING,1
12,13,LIVE_PERFORMANCE_ZONE,181,0.737,0.797,0.45,72.54,0.365,0.8,-0.682,5,6,3,WARNING,1
12,14,LIVE_PERFORMANCE_ZONE,191,0.771,0.728,0.39,78.7,0.371,0.779,-0.906,10,13,10,WARNING,1
12,15,LIVE_PERFORMANCE_ZONE,182,0.721,0.706,0.38,70.8,0.486,0.779,-1.156,3,8,9,WARNING,1
12,16,MALL_CONCERT_STAGE,181,0.708,0.811,0.456,89.49,0.356,0.73,-0.205,5,8,8,WARNING,1
12,17,EVENT_ATRIUM,180,0.715,0.931,0.438,69.52,0.37,0.73,-0.377,5,5,12,WARNING,1
12,18,EVENT_ATRIUM,192,0.724,0.831,0.372,65.76,0.31,0.863,-0.832,6,10,9,WARNING,1
12,19,EVENT_ATRIUM,187,0.739,0.871,0.363,78.48,0.35,0.663,-0.677,7,6,13,WARNING,1
12,20,EVENT_ATRIUM,193,0.776,0.744,0.434,80.91,0.391,0.681,-0.779,11,7,5,WARNING,1
12,21,EVENT_ATRIUM,185,0.696,0.782,0.382,73.65,0.312,0.722,-1.413,6,10,11,WARNING,1
12,22,FESTIVAL_CORRIDOR,218,0.868,0.568,0.44,94.44,0.465,0.811,-1.063,3,10,11,WARNING,1
12,23,MALL_CONCERT_STAGE,177,0.674,0.823,0.364,68,0.263,0.702,-0.413,5,12,6,WARNING,1
12,24,FESTIVAL_CORRIDOR,200,0.815,0.699,0.391,89.02,0.39,0.902,-0.655,3,12,7,WARNING,1
12,25,EVENT_ATRIUM,208,0.798,0.864,0.317,86.22,0.417,0.726,-0.2,6,15,10,WARNING,1
12,26,MALL_CONCERT_STAGE,209,0.829,0.765,0.464,86.62,0.374,0.775,-0.891,2,13,12,WARNING,1
12,27,EVENT_ATRIUM,201,0.782,0.665,0.463,78.41,0.402,0.809,-0.911,2,12,8,WARNING,1
12,28,FESTIVAL_CORRIDOR,195,0.765,0.777,0.404,77.39,0.383,0.741,-0.61,3,13,9,WARNING,1
12,29,MALL_CONCERT_STAGE,206,0.803,0.721,0.394,66.43,0.355,0.728,-1.265,4,9,6,WARNING,1
12,30,LIVE_PERFORMANCE_ZONE,227,0.857,0.689,0.497,79.21,0.474,0.819,-1.233,6,11,5,WARNING,1
12,31,MALL_CONCERT_STAGE,205,0.742,0.842,0.359,65.46,0.318,0.769,-0.658,2,12,9,WARNING,1
12,32,MALL_CONCERT_STAGE,222,0.878,0.718,0.523,79.79,0.479,0.87,-0.896,7,9,11,WARNING,1
12,33,MALL_CONCERT_STAGE,227,0.839,0.679,0.486,81.13,0.363,0.787,-0.5,8,13,10,WARNING,1
12,34,EVENT_ATRIUM,219,0.851,0.881,0.507,82.76,0.4,0.812,-0.84,2,25,6,WARNING,1
12,35,MALL_CONCERT_STAGE,228,0.899,0.602,0.448,81.55,0.393,0.787,0.093,7,12,12,WARNING,1
12,36,EVENT_ATRIUM,220,0.824,0.563,0.488,87.48,0.359,0.846,-0.838,9,13,12,WARNING,1
12,37,EVENT_ATRIUM,227,0.88,0.753,0.497,89.12,0.432,0.791,-0.658,12,12,11,WARNING,1
12,38,FESTIVAL_CORRIDOR,234,0.861,0.737,0.465,88.24,0.391,0.966,-0.846,4,19,13,WARNING,1
12,39,LIVE_PERFORMANCE_ZONE,240,0.895,0.538,0.513,83.25,0.427,0.895,-0.81,13,11,6,WARNING,1
12,40,FESTIVAL_CORRIDOR,230,0.846,0.724,0.549,93.11,0.447,0.769,-0.673,10,9,10,WARNING,1
12,41,LIVE_PERFORMANCE_ZONE,228,0.931,0.526,0.558,98.37,0.397,0.812,-1.05,10,10,8,HIGH,2
12,42,LIVE_PERFORMANCE_ZONE,248,0.991,0.632,0.57,96.12,0.51,0.851,-1.125,5,10,12,HIGH,2
12,43,FESTIVAL_CORRIDOR,255,0.974,0.538,0.498,89.58,0.527,0.797,-1.348,11,13,12,HIGH,2
12,44,FESTIVAL_CORRIDOR,254,0.928,0.43,0.498,90.36,0.487,0.92,-0.978,4,7,8,HIGH,2
12,45,FESTIVAL_CORRIDOR,226,0.813,0.796,0.442,81.18,0.383,0.74,-0.707,4,6,9,WARNING,1
12,46,EVENT_ATRIUM,253,1,0.542,0.544,99.9,0.525,0.899,-1.041,5,8,16,HIGH,2
12,47,MALL_CONCERT_STAGE,272,1,0.56,0.423,98,0.505,0.942,-1.28,4,12,12,HIGH,2
12,48,MALL_CONCERT_STAGE,230,0.865,0.523,0.43,79.95,0.45,0.745,-0.113,3,13,12,WARNING,1
12,49,MALL_CONCERT_STAGE,253,0.955,0.537,0.563,93.29,0.467,0.902,-1.115,3,10,11,HIGH,2
12,50,FESTIVAL_CORRIDOR,259,0.972,0.603,0.551,99.34,0.492,0.886,-1.177,5,12,13,HIGH,2
12,51,EVENT_ATRIUM,236,0.903,0.645,0.432,96.26,0.483,0.814,-0.935,7,13,13,WARNING,1
12,52,LIVE_PERFORMANCE_ZONE,220,0.886,0.739,0.539,82.81,0.416,0.9,-0.753,5,9,10,WARNING,1
12,53,FESTIVAL_CORRIDOR,230,0.939,0.679,0.521,86.02,0.483,0.993,-0.473,4,17,12,HIGH,2
12,54,LIVE_PERFORMANCE_ZONE,255,1,0.344,0.475,100.01,0.444,0.926,-1.345,3,11,11,HIGH,2
12,55,LIVE_PERFORMANCE_ZONE,222,0.821,0.808,0.532,90.68,0.405,0.808,-0.476,12,5,10,WARNING,1
12,56,LIVE_PERFORMANCE_ZONE,239,0.901,0.586,0.546,81.85,0.499,0.862,-0.631,6,13,10,HIGH,2
12,57,LIVE_PERFORMANCE_ZONE,245,0.929,0.612,0.51,93.62,0.428,0.926,-1.008,5,9,14,HIGH,2
12,58,EVENT_ATRIUM,203,0.745,0.683,0.35,69.93,0.391,0.764,-0.487,5,9,9,WARNING,1
12,59,LIVE_PERFORMANCE_ZONE,203,0.793,0.651,0.386,83.95,0.384,0.843,-0.956,7,11,5,WARNING,1
12,60,LIVE_PERFORMANCE_ZONE,214,0.81,0.806,0.419,77.21,0.412,0.772,-0.825,4,9,11,WARNING,1
12,61,MALL_CONCERT_STAGE,214,0.83,0.515,0.478,85.58,0.382,0.8,-0.888,3,13,7,WARNING,1
12,62,EVENT_ATRIUM,207,0.775,0.704,0.396,84.64,0.357,0.865,-1.094,3,14,12,WARNING,1
12,63,FESTIVAL_CORRIDOR,187,0.722,0.84,0.49,79.05,0.329,0.679,-1.205,4,9,6,WARNING,1
12,64,LIVE_PERFORMANCE_ZONE,202,0.816,0.664,0.457,86.63,0.3,0.744,-0.874,9,9,7,WARNING,1
12,65,MALL_CONCERT_STAGE,189,0.742,0.807,0.389,80.53,0.393,0.734,-1.012,6,8,8,WARNING,1
12,66,LIVE_PERFORMANCE_ZONE,211,0.866,0.596,0.413,86.77,0.451,0.859,-0.843,8,11,9,WARNING,1
12,67,MALL_CONCERT_STAGE,211,0.8,0.703,0.383,82.05,0.414,0.83,-0.649,4,9,14,WARNING,1
12,68,LIVE_PERFORMANCE_ZONE,200,0.785,0.74,0.439,68.22,0.396,0.791,-1.071,9,12,11,WARNING,1
12,69,EVENT_ATRIUM,206,0.778,0.726,0.349,70.77,0.356,0.724,-0.541,11,12,11,WARNING,1
12,70,MALL_CONCERT_STAGE,192,0.729,0.846,0.395,72.89,0.336,0.754,-1.187,6,7,10,WARNING,1
12,71,LIVE_PERFORMANCE_ZONE,185,0.68,0.86,0.338,79.35,0.338,0.695,-0.446,4,10,6,WARNING,1
12,72,MALL_CONCERT_STAGE,181,0.705,0.803,0.424,65.1,0.34,0.773,-0.738,4,8,7,WARNING,1
12,73,LIVE_PERFORMANCE_ZONE,211,0.825,0.735,0.4,81.3,0.367,0.75,-0.628,7,16,11,WARNING,1
12,74,MALL_CONCERT_STAGE,184,0.693,0.85,0.368,72.1,0.305,0.773,-0.409,4,6,11,WARNING,1
12,75,MALL_CONCERT_STAGE,218,0.839,0.783,0.487,91.12,0.431,0.865,-0.521,6,14,15,WARNING,1
12,76,MALL_CONCERT_STAGE,176,0.639,0.931,0.439,63.23,0.364,0.739,-0.859,5,8,12,WARNING,1
12,77,EVENT_ATRIUM,204,0.832,0.829,0.391,79.59,0.343,0.862,-0.926,7,15,10,WARNING,1
12,78,EVENT_ATRIUM,174,0.679,0.897,0.33,71.03,0.319,0.716,-0.763,4,15,13,WARNING,1
12,79,MALL_CONCERT_STAGE,194,0.776,0.74,0.419,83.51,0.299,0.721,-1.1,6,9,8,WARNING,1
12,80,MALL_CONCERT_STAGE,208,0.803,0.718,0.362,86.31,0.364,0.765,-0.698,4,7,10,WARNING,1
12,81,EVENT_ATRIUM,196,0.757,0.672,0.358,64.81,0.399,0.755,-0.541,8,7,5,WARNING,1
12,82,LIVE_PERFORMANCE_ZONE,166,0.605,0.991,0.397,72.78,0.321,0.757,-0.346,6,10,8,WARNING,1
12,83,MALL_CONCERT_STAGE,207,0.798,0.823,0.401,73.1,0.374,0.802,-1.017,6,11,9,WARNING,1
12,84,LIVE_PERFORMANCE_ZONE,199,0.747,0.984,0.454,63.32,0.408,0.726,-1.122,10,7,6,WARNING,1
12,85,EVENT_ATRIUM,189,0.745,0.772,0.45,77.17,0.387,0.737,-0.932,3,12,7,WARNING,1
12,86,FESTIVAL_CORRIDOR,211,0.848,0.575,0.414,72.5,0.419,0.808,-0.659,4,8,12,WARNING,1
12,87,FESTIVAL_CORRIDOR,189,0.734,0.805,0.372,75.57,0.354,0.763,-0.81,4,12,8,WARNING,1
12,88,FESTIVAL_CORRIDOR,178,0.709,0.975,0.304,80.86,0.302,0.748,-0.565,6,8,9,WARNING,1
12,89,FESTIVAL_CORRIDOR,187,0.735,0.858,0.425,71.54,0.424,0.767,-0.083,6,9,7,WARNING,1
13,0,EVENT_ATRIUM,68,0.282,1.242,0.183,32.31,0.07,0.517,-0.204,1,2,3,SAFE,0
13,1,MALL_CONCERT_STAGE,87,0.325,1.188,0.238,50.1,0.15,0.531,-0.721,5,5,7,SAFE,0
13,2,MALL_CONCERT_STAGE,92,0.374,1.172,0.161,53.34,0.252,0.612,0.195,7,2,4,SAFE,0
13,3,EVENT_ATRIUM,67,0.264,1.25,0.166,29.28,0.129,0.401,-0.396,2,2,4,SAFE,0
13,4,FESTIVAL_CORRIDOR,110,0.476,1.188,0.261,63.89,0.24,0.63,-0.798,5,5,4,SAFE,0
13,5,MALL_CONCERT_STAGE,85,0.293,1.254,0.185,39.74,0.122,0.412,-0.745,4,8,3,SAFE,0
13,6,EVENT_ATRIUM,65,0.287,1.319,0.136,36.94,0.181,0.512,0.3,3,3,4,SAFE,0
13,7,MALL_CONCERT_STAGE,75,0.316,1.283,0.123,39.3,0.168,0.644,0.177,4,5,3,SAFE,0
13,8,MALL_CONCERT_STAGE,89,0.371,1.113,0.215,50.64,0.156,0.587,-0.33,4,8,2,SAFE,0
13,9,FESTIVAL_CORRIDOR,98,0.396,1.17,0.249,55.44,0.193,0.599,-0.268,3,6,6,SAFE,0
13,10,MALL_CONCERT_STAGE,100,0.39,1.341,0.271,52.61,0.15,0.557,-0.344,5,6,5,SAFE,0
13,11,EVENT_ATRIUM,82,0.321,1.35,0.121,38.06,0.207,0.642,0.14,7,7,0,SAFE,0
13,12,EVENT_ATRIUM,85,0.327,1.233,0.268,34.46,0.149,0.474,-0.631,5,9,6,SAFE,0
13,13,MALL_CONCERT_STAGE,84,0.371,1.201,0.186,43.3,0.186,0.549,-0.947,9,3,3,SAFE,0
13,14,FESTIVAL_CORRIDOR,91,0.359,1.196,0.205,49.22,0.145,0.474,-0.85,5,2,3,SAFE,0
13,15,FESTIVAL_CORRIDOR,89,0.389,1.181,0.21,55.31,0.097,0.574,-0.435,8,1,5,SAFE,0
13,16,EVENT_ATRIUM,89,0.348,1.222,0.184,47.03,0.217,0.595,-0.892,4,6,4,SAFE,0
13,17,LIVE_PERFORMANCE_ZONE,107,0.431,1.143,0.232,64.66,0.212,0.611,0.035,4,5,3,SAFE,0
13,18,MALL_CONCERT_STAGE,109,0.374,1.309,0.165,39.21,0.174,0.631,-0.749,4,4,3,SAFE,0
13,19,FESTIVAL_CORRIDOR,99,0.401,1.149,0.211,53.17,0.202,0.546,-0.477,5,4,3,SAFE,0
13,20,LIVE_PERFORMANCE_ZONE,105,0.419,1.201,0.183,57.45,0.207,0.638,-0.528,6,6,2,SAFE,0
13,21,MALL_CONCERT_STAGE,114,0.401,1.206,0.184,46.59,0.241,0.556,-0.624,4,6,8,SAFE,0
13,22,MALL_CONCERT_STAGE,120,0.463,1.091,0.288,63.57,0.168,0.549,-0.68,9,7,8,SAFE,0
13,23,LIVE_PERFORMANCE_ZONE,122,0.496,0.94,0.248,58.35,0.151,0.644,-0.894,6,10,5,SAFE,0
13,24,MALL_CONCERT_STAGE,129,0.46,1.086,0.27,47.94,0.24,0.583,-0.437,4,7,5,SAFE,0
13,25,LIVE_PERFORMANCE_ZONE,100,0.417,1.046,0.284,48.69,0.236,0.601,-0.332,3,6,5,SAFE,0
13,26,EVENT_ATRIUM,125,0.49,1.121,0.259,62.83,0.193,0.574,-0.262,2,10,6,SAFE,0
13,27,LIVE_PERFORMANCE_ZONE,118,0.46,1.092,0.296,55.09,0.215,0.6,-1.309,3,2,8,SAFE,0
13,28,EVENT_ATRIUM,118,0.442,1.058,0.239,53.57,0.168,0.616,-0.668,1,4,5,SAFE,0
13,29,EVENT_ATRIUM,135,0.469,1.095,0.244,45.75,0.17,0.664,-0.395,5,3,7,SAFE,0
13,30,EVENT_ATRIUM,108,0.414,1.12,0.195,66.19,0.178,0.555,0.083,6,6,1,SAFE,0
13,31,MALL_CONCERT_STAGE,121,0.457,1.27,0.111,67.53,0.253,0.61,-0.775,3,9,7,SAFE,0
13,32,FESTIVAL_CORRIDOR,120,0.439,1.122,0.224,50.93,0.184,0.538,-0.338,4,5,5,SAFE,0
13,33,FESTIVAL_CORRIDOR,127,0.498,1.049,0.245,45.91,0.274,0.622,0.043,2,9,8,SAFE,0
13,34,EVENT_ATRIUM,136,0.553,1.101,0.303,64.93,0.229,0.738,-0.701,5,7,5,SAFE,0
13,35,FESTIVAL_CORRIDOR,132,0.485,1.087,0.307,76.8,0.219,0.655,-0.744,7,5,11,SAFE,0
13,36,LIVE_PERFORMANCE_ZONE,140,0.549,1.045,0.359,59.44,0.237,0.695,-1.22,10,6,8,SAFE,0
13,37,LIVE_PERFORMANCE_ZONE,128,0.478,1.07,0.169,60.6,0.264,0.586,-0.138,1,8,3,SAFE,0
13,38,LIVE_PERFORMANCE_ZONE,131,0.46,1.14,0.273,60.13,0.272,0.642,-0.266,7,9,4,SAFE,0
13,39,MALL_CONCERT_STAGE,148,0.575,1.13,0.349,62.58,0.281,0.623,-0.843,8,11,7,SAFE,0
13,40,MALL_CONCERT_STAGE,143,0.525,0.847,0.356,61.67,0.274,0.614,-0.382,8,6,8,SAFE,0
13,41,EVENT_ATRIUM,129,0.497,1.135,0.256,58.88,0.255,0.59,-0.633,8,13,11,SAFE,0
13,42,FESTIVAL_CORRIDOR,133,0.51,1.11,0.324,56.13,0.287,0.726,-0.719,5,7,4,SAFE,0
13,43,LIVE_PERFORMANCE_ZONE,153,0.583,1.072,0.344,67.26,0.253,0.576,-0.385,5,7,8,SAFE,0
13,44,EVENT_ATRIUM,136,0.545,0.978,0.346,59.62,0.29,0.65,-0.727,4,5,5,SAFE,0
13,45,LIVE_PERFORMANCE_ZONE,145,0.559,0.975,0.299,53.58,0.296,0.706,-0.812,6,7,9,SAFE,0
13,46,LIVE_PERFORMANCE_ZONE,154,0.603,0.873,0.385,60.14,0.314,0.746,-0.817,7,10,4,WARNING,1
13,47,LIVE_PERFORMANCE_ZONE,141,0.612,1.029,0.331,65.52,0.266,0.635,-0.742,2,8,10,SAFE,0
13,48,LIVE_PERFORMANCE_ZONE,148,0.576,0.932,0.337,57.58,0.272,0.638,0.132,8,9,13,SAFE,0
13,49,EVENT_ATRIUM,137,0.518,1.038,0.404,57.56,0.288,0.615,-0.818,5,6,7,SAFE,0
13,50,EVENT_ATRIUM,110,0.403,1.215,0.175,47.59,0.145,0.53,-0.707,5,8,6,SAFE,0
13,51,EVENT_ATRIUM,135,0.448,1.071,0.137,48.13,0.256,0.58,-0.653,1,7,7,SAFE,0
13,52,LIVE_PERFORMANCE_ZONE,136,0.497,1.098,0.317,64.9,0.232,0.603,-0.817,2,7,7,SAFE,0
13,53,MALL_CONCERT_STAGE,123,0.455,0.993,0.316,43.05,0.206,0.556,-0.513,3,3,4,SAFE,0
13,54,MALL_CONCERT_STAGE,145,0.552,1.001,0.373,57.6,0.248,0.655,-0.648,6,6,4,SAFE,0
13,55,EVENT_ATRIUM,129,0.485,1.238,0.319,52.9,0.226,0.61,-0.851,2,6,10,SAFE,0
13,56,MALL_CONCERT_STAGE,127,0.504,1.117,0.346,62.09,0.225,0.633,-0.022,9,4,8,SAFE,0
13,57,MALL_CONCERT_STAGE,116,0.472,1.172,0.19,50.43,0.159,0.519,-0.752,1,6,6,SAFE,0
13,58,EVENT_ATRIUM,132,0.505,0.962,0.267,54.18,0.209,0.706,-0.601,11,3,5,SAFE,0
13,59,EVENT_ATRIUM,143,0.55,0.879,0.271,58.78,0.229,0.659,-0.36,3,1,6,SAFE,0
13,60,FESTIVAL_CORRIDOR,115,0.483,1.079,0.397,50.78,0.202,0.578,-0.556,4,7,2,SAFE,0
13,61,LIVE_PERFORMANCE_ZONE,125,0.444,1.183,0.171,48.24,0.152,0.703,-0.22,5,2,6,SAFE,0
13,62,FESTIVAL_CORRIDOR,96,0.331,1.246,0.184,41.04,0.152,0.581,-0.23,2,5,3,SAFE,0
13,63,FESTIVAL_CORRIDOR,108,0.447,1.146,0.151,62.94,0.247,0.581,-0.763,5,5,4,SAFE,0
13,64,MALL_CONCERT_STAGE,83,0.304,1.268,0.207,43.5,0.146,0.569,-0.561,4,0,6,SAFE,0
13,65,MALL_CONCERT_STAGE,100,0.361,1.25,0.202,50.07,0.134,0.433,-0.662,5,7,6,SAFE,0
13,66,EVENT_ATRIUM,99,0.398,1.054,0.188,53.48,0.188,0.578,-0.804,9,6,4,SAFE,0
13,67,EVENT_ATRIUM,107,0.447,0.996,0.295,56.61,0.23,0.589,-0.311,8,2,5,SAFE,0
13,68,EVENT_ATRIUM,88,0.345,1.431,0.077,44.7,0.194,0.491,-0.523,2,5,1,SAFE,0
13,69,MALL_CONCERT_STAGE,98,0.435,1.078,0.262,43.03,0.214,0.544,-0.427,4,2,1,SAFE,0
13,70,LIVE_PERFORMANCE_ZONE,106,0.392,1.273,0.157,47.81,0.185,0.538,-0.771,4,8,2,SAFE,0
13,71,EVENT_ATRIUM,106,0.406,1.221,0.175,46.03,0.19,0.519,-0.923,7,5,3,SAFE,0
13,72,FESTIVAL_CORRIDOR,111,0.418,1.074,0.218,43.7,0.187,0.502,-0.827,5,6,4,SAFE,0
13,73,FESTIVAL_CORRIDOR,78,0.264,1.292,0.111,19.42,0.124,0.446,-0.776,6,2,4,SAFE,0
13,74,MALL_CONCERT_STAGE,112,0.428,1.182,0.292,62.65,0.251,0.548,-1.05,3,7,5,SAFE,0
13,75,LIVE_PERFORMANCE_ZONE,89,0.359,1.28,0.194,36.03,0.197,0.607,-0.58,4,4,4,SAFE,0
13,76,LIVE_PERFORMANCE_ZONE,78,0.242,1.484,0.078,24.61,0.184,0.485,-0.437,5,1,3,SAFE,0
13,77,EVENT_ATRIUM,99,0.423,1.165,0.23,59.88,0.145,0.591,-0.975,3,2,6,SAFE,0
13,78,LIVE_PERFORMANCE_ZONE,86,0.371,1.369,0.255,48.34,0.206,0.555,-1.139,4,7,3,SAFE,0
13,79,LIVE_PERFORMANCE_ZONE,78,0.296,1.308,0.25,47.1,0.033,0.524,0.094,4,0,1,SAFE,0
13,80,FESTIVAL_CORRIDOR,91,0.379,1.096,0.214,30.77,0.171,0.612,-0.757,5,2,3,SAFE,0
13,81,LIVE_PERFORMANCE_ZONE,78,0.32,1.353,0.15,44.22,0.18,0.57,0.761,5,8,5,SAFE,0
13,82,EVENT_ATRIUM,91,0.336,1.082,0.237,46.16,0.132,0.535,-0.632,5,10,5,SAFE,0
13,83,EVENT_ATRIUM,98,0.389,1.193,0.191,51.43,0.115,0.534,0.115,5,2,1,SAFE,0
13,84,LIVE_PERFORMANCE_ZONE,114,0.461,1.018,0.255,57.21,0.179,0.642,-0.855,3,2,7,SAFE,0
13,85,MALL_CONCERT_STAGE,84,0.331,1.321,0.207,40.54,0.116,0.458,-0.79,7,3,0,SAFE,0
13,86,EVENT_ATRIUM,94,0.338,1.267,0.205,47.74,0.164,0.478,0.051,2,6,5,SAFE,0
13,87,EVENT_ATRIUM,82,0.305,1.321,0.123,32.22,0.167,0.512,0.014,5,3,5,SAFE,0
13,88,EVENT_ATRIUM,89,0.379,1.214,0.225,34.18,0.149,0.661,-0.713,7,3,5,SAFE,0
13,89,LIVE_PERFORMANCE_ZONE,104,0.384,1.247,0.159,39.87,0.186,0.555,-0.895,5,4,7,SAFE,0
14,0,EVENT_ATRIUM,194,0.766,0.854,0.451,79.7,0.327,0.765,-0.677,5,10,1,WARNING,1
14,1,LIVE_PERFORMANCE_ZONE,195,0.788,0.714,0.397,82.29,0.408,0.72,-0.468,4,13,7,WARNING,1
14,2,EVENT_ATRIUM,201,0.769,0.678,0.45,84.22,0.356,0.776,-1.017,7,9,10,WARNING,1
14,3,FESTIVAL_CORRIDOR,188,0.687,0.869,0.385,68.44,0.351,0.807,-0.744,4,13,11,WARNING,1
14,4,FESTIVAL_CORRIDOR,200,0.817,0.67,0.483,83.29,0.326,0.79,-1.086,7,11,11,WARNING,1
14,5,FESTIVAL_CORRIDOR,207,0.731,0.817,0.352,79.28,0.389,0.783,-0.534,5,11,15,WARNING,1
